
🚲骑行视频(备用线路),#genre# 
只要你过得比我好 - 钟镇涛,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%8F%AA%E8%A6%81%E4%BD%A0%E8%BF%87%E5%BE%97%E6%AF%94%E6%88%91%E5%A5%BD%20-%20%E9%92%9F%E9%95%87%E6%B6%9B.mkv

同桌的你-老狼,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%90%8C%E6%A1%8C%E7%9A%84%E4%BD%A0-%E8%80%81%E7%8B%BC.mp4

后来-刘若英,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%90%8E%E6%9D%A5-%E5%88%98%E8%8B%A5%E8%8B%B1.mp4

向天再借五百年-韩磊,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%90%91%E5%A4%A9%E5%86%8D%E5%80%9F%E4%BA%94%E7%99%BE%E5%B9%B4-%E9%9F%A9%E7%A3%8A.avi 

听说爱情回来过,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%90%AC%E8%AF%B4%E7%88%B1%E6%83%85%E5%9B%9E%E6%9D%A5%E8%BF%87.mkv

吻别 - 张学友,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%90%BB%E5%88%AB%20-%20%E5%BC%A0%E5%AD%A6%E5%8F%8B.mkv

哈萨雅琪 - 周传雄,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%93%88%E8%90%A8%E9%9B%85%E7%90%AA%20-%20%E5%91%A8%E4%BC%A0%E9%9B%84.mkv

單身情歌-林志炫,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%96%AE%E8%BA%AB%E6%83%85%E6%AD%8C-%E6%9E%97%E5%BF%97%E7%82%AB%20.mp4

回到拉萨 - 郑钧,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%9B%9E%E5%88%B0%E6%8B%89%E8%90%A8%20-%20%E9%83%91%E9%92%A7.mkv

回家-顺子,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%9B%9E%E5%AE%B6-%E9%A1%BA%E5%AD%90.mp4 

在水一方 - 邓丽君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%9C%A8%E6%B0%B4%E4%B8%80%E6%96%B9%20-%20%E9%82%93%E4%B8%BD%E5%90%9B.mkv 

垄上行 - 张明敏,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%9E%84%E4%B8%8A%E8%A1%8C%20-%20%E5%BC%A0%E6%98%8E%E6%95%8F.mkv 

外面的世界 - 齐秦,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A4%96%E9%9D%A2%E7%9A%84%E4%B8%96%E7%95%8C%20-%20%E9%BD%90%E7%A7%A6.mkv

多少柔情多少梦 - 陈慧娴,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A4%9A%E5%B0%91%E6%9F%94%E6%83%85%E5%A4%9A%E5%B0%91%E6%A2%A6%20-%20%E9%99%88%E6%85%A7%E5%A8%B4.mkv 

夜来香 - 邓丽君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A4%9C%E6%9D%A5%E9%A6%99%20-%20%E9%82%93%E4%B8%BD%E5%90%9B.mkv 

大海-张雨生,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A4%A7%E6%B5%B7-%E5%BC%A0%E9%9B%A8%E7%94%9F.mp4

大约在冬季 - 齐秦,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A4%A7%E7%BA%A6%E5%9C%A8%E5%86%AC%E5%AD%A3%20-%20%E9%BD%90%E7%A7%A6.mkv

天涯歌女 - 徐小凤,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A4%A9%E6%B6%AF%E6%AD%8C%E5%A5%B3%20-%20%E5%BE%90%E5%B0%8F%E5%87%A4.mkv 

太傻-巫启贤,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A4%AA%E5%82%BB-%E5%B7%AB%E5%90%AF%E8%B4%A4.mp4

女人花-梅艳芳,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A5%B3%E4%BA%BA%E8%8A%B1-%E6%A2%85%E8%89%B3%E8%8A%B3.mp4

好大一棵树 - 田震,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A5%BD%E5%A4%A7%E4%B8%80%E6%A3%B5%E6%A0%91%20-%20%E7%94%B0%E9%9C%87.mkv

好想好想 - 古巨基,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A5%BD%E6%83%B3%E5%A5%BD%E6%83%B3%20-%20%E5%8F%A4%E5%B7%A8%E5%9F%BA.mkv

如果云知道 - 许茹芸,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A6%82%E6%9E%9C%E4%BA%91%E7%9F%A5%E9%81%93%20-%20%E8%AE%B8%E8%8C%B9%E8%8A%B8.mkv 

婉君 - 李翊君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%A9%89%E5%90%9B%20-%20%E6%9D%8E%E7%BF%8A%E5%90%9B.mkv

宝贝对不起-草蜢,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%AE%9D%E8%B4%9D%E5%AF%B9%E4%B8%8D%E8%B5%B7-%E8%8D%89%E8%9C%A2.mp4

容易受伤的女人-王菲,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%AE%B9%E6%98%93%E5%8F%97%E4%BC%A4%E7%9A%84%E5%A5%B3%E4%BA%BA-%E7%8E%8B%E8%8F%B2.mp4

小城故事 - 邓丽君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%B0%8F%E5%9F%8E%E6%95%85%E4%BA%8B%20-%20%E9%82%93%E4%B8%BD%E5%90%9B.mkv 

小村之恋 - 邓丽君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%B0%8F%E6%9D%91%E4%B9%8B%E6%81%8B%20-%20%E9%82%93%E4%B8%BD%E5%90%9B.mkv

小芳 - 李春波,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%B0%8F%E8%8A%B3%20-%20%E6%9D%8E%E6%98%A5%E6%B3%A2.mkv 

少年壮志不言愁 - 刘欢,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%B0%91%E5%B9%B4%E5%A3%AE%E5%BF%97%E4%B8%8D%E8%A8%80%E6%84%81%20-%20%E5%88%98%E6%AC%A2.mkv

山不转水转 - 那英,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%B1%B1%E4%B8%8D%E8%BD%AC%E6%B0%B4%E8%BD%AC%20-%20%E9%82%A3%E8%8B%B1.mkv

山茶花 - 邓丽君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%B1%B1%E8%8C%B6%E8%8A%B1%20-%20%E9%82%93%E4%B8%BD%E5%90%9B.mkv

常常回家看看-陈红,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%B8%B8%E5%B8%B8%E5%9B%9E%E5%AE%B6%E7%9C%8B%E7%9C%8B-%E9%99%88%E7%BA%A2%20.avi

干杯朋友 - 田震,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%B9%B2%E6%9D%AF%E6%9C%8B%E5%8F%8B%20-%20%E7%94%B0%E9%9C%87.mkv 

广岛之恋-莫文蔚 张洪量,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%B9%BF%E5%B2%9B%E4%B9%8B%E6%81%8B-%E8%8E%AB%E6%96%87%E8%94%9A%20%E5%BC%A0%E6%B4%AA%E9%87%8F%20.mp4

弯弯的月亮 - 刘欢,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%BC%AF%E5%BC%AF%E7%9A%84%E6%9C%88%E4%BA%AE%20-%20%E5%88%98%E6%AC%A2.mkv 

归来吧 - 陈慧娴,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%BD%92%E6%9D%A5%E5%90%A7%20-%20%E9%99%88%E6%85%A7%E5%A8%B4.mkv 

当 - 动力火车,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%BD%93%20-%20%E5%8A%A8%E5%8A%9B%E7%81%AB%E8%BD%A6.mkv

心要让你听见 - 邰正宵,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%BF%83%E8%A6%81%E8%AE%A9%E4%BD%A0%E5%90%AC%E8%A7%81%20-%20%E9%82%B0%E6%AD%A3%E5%AE%B5.mkv

忘不了-陶喆,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%BF%98%E4%B8%8D%E4%BA%86-%E9%99%B6%E5%96%86.avi

忘忧草 - 周华健,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%BF%98%E5%BF%A7%E8%8D%89%20-%20%E5%91%A8%E5%8D%8E%E5%81%A5.mkv 

忘情森巴舞 - 草蜢,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%BF%98%E6%83%85%E6%A3%AE%E5%B7%B4%E8%88%9E%20-%20%E8%8D%89%E8%9C%A2.mkv 

忘情水-刘德华,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%BF%98%E6%83%85%E6%B0%B4-%E5%88%98%E5%BE%B7%E5%8D%8E.mp4

忘记他-邓丽君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%BF%98%E8%AE%B0%E4%BB%96-%E9%82%93%E4%B8%BD%E5%90%9B.avi

快乐老家 - 陈明,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E5%BF%AB%E4%B9%90%E8%80%81%E5%AE%B6%20-%20%E9%99%88%E6%98%8E.mkv 

恰似你的温柔 - 蔡琴,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%81%B0%E4%BC%BC%E4%BD%A0%E7%9A%84%E6%B8%A9%E6%9F%94%20-%20%E8%94%A1%E7%90%B4.mkv

情深深雨蒙蒙 - 赵薇,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%83%85%E6%B7%B1%E6%B7%B1%E9%9B%A8%E8%92%99%E8%92%99%20-%20%E8%B5%B5%E8%96%87.mkv

想你的时候 -千百惠,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%83%B3%E4%BD%A0%E7%9A%84%E6%97%B6%E5%80%99%20-%E5%8D%83%E7%99%BE%E6%83%A0.mp4 

想哭就哭 - 姜育恒,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%83%B3%E5%93%AD%E5%B0%B1%E5%93%AD%20-%20%E5%A7%9C%E8%82%B2%E6%81%92.mkv

愛的路上千萬里-陳蘭麗,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%84%9B%E7%9A%84%E8%B7%AF%E4%B8%8A%E5%8D%83%E8%90%AC%E9%87%8C-%E9%99%B3%E8%98%AD%E9%BA%97%20.mp4 

懂你-满文军,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%87%82%E4%BD%A0-%E6%BB%A1%E6%96%87%E5%86%9B.avi

我不想说 - 杨钰莹,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E4%B8%8D%E6%83%B3%E8%AF%B4%20-%20%E6%9D%A8%E9%92%B0%E8%8E%B9.mkv 

我只在乎你 - 邓丽君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E5%8F%AA%E5%9C%A8%E4%B9%8E%E4%BD%A0%20-%20%E9%82%93%E4%B8%BD%E5%90%9B.mkv

我很丑可是我很温柔-赵传,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E5%BE%88%E4%B8%91%E5%8F%AF%E6%98%AF%E6%88%91%E5%BE%88%E6%B8%A9%E6%9F%94-%E8%B5%B5%E4%BC%A0.mp4

我悄悄蒙上你的眼睛-陈艾湄 高明骏,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E6%82%84%E6%82%84%E8%92%99%E4%B8%8A%E4%BD%A0%E7%9A%84%E7%9C%BC%E7%9D%9B-%E9%99%88%E8%89%BE%E6%B9%84%20%E9%AB%98%E6%98%8E%E9%AA%8F%20.mp4

我想有个家-潘美辰,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E6%83%B3%E6%9C%89%E4%B8%AA%E5%AE%B6-%E6%BD%98%E7%BE%8E%E8%BE%B0.mp4

我是一只小小鸟-赵传,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E6%98%AF%E4%B8%80%E5%8F%AA%E5%B0%8F%E5%B0%8F%E9%B8%9F-%E8%B5%B5%E4%BC%A0.mp4

我是不是你最疼爱的人 - 潘越云,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E6%98%AF%E4%B8%8D%E6%98%AF%E4%BD%A0%E6%9C%80%E7%96%BC%E7%88%B1%E7%9A%84%E4%BA%BA%20-%20%E6%BD%98%E8%B6%8A%E4%BA%91.mkv

我是不是该安静的走开-郭富城,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E6%98%AF%E4%B8%8D%E6%98%AF%E8%AF%A5%E5%AE%89%E9%9D%99%E7%9A%84%E8%B5%B0%E5%BC%80-%E9%83%AD%E5%AF%8C%E5%9F%8E%20%20.mp4

我用自己的方式爱你-陈明真,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E7%94%A8%E8%87%AA%E5%B7%B1%E7%9A%84%E6%96%B9%E5%BC%8F%E7%88%B1%E4%BD%A0-%E9%99%88%E6%98%8E%E7%9C%9F-.mp4

我的中国心 - 张明敏,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E7%9A%84%E4%B8%AD%E5%9B%BD%E5%BF%83%20-%20%E5%BC%A0%E6%98%8E%E6%95%8F.mkv

我的未来不是梦-张雨生,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E7%9A%84%E6%9C%AA%E6%9D%A5%E4%B8%8D%E6%98%AF%E6%A2%A6-%E5%BC%A0%E9%9B%A8%E7%94%9F.mp4

我的眼里只有你 - 景岗山,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%88%91%E7%9A%84%E7%9C%BC%E9%87%8C%E5%8F%AA%E6%9C%89%E4%BD%A0%20-%20%E6%99%AF%E5%B2%97%E5%B1%B1.mkv

执着-田震,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%89%A7%E7%9D%80-%E7%94%B0%E9%9C%87.avi

找一个字代替 - 邰正宵,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%89%BE%E4%B8%80%E4%B8%AA%E5%AD%97%E4%BB%A3%E6%9B%BF%20-%20%E9%82%B0%E6%AD%A3%E5%AE%B5.mkv

把悲伤留给自己 - 陈升,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%8A%8A%E6%82%B2%E4%BC%A4%E7%95%99%E7%BB%99%E8%87%AA%E5%B7%B1%20-%20%E9%99%88%E5%8D%87.mkv

把根留住 - 童安格,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%8A%8A%E6%A0%B9%E7%95%99%E4%BD%8F%20-%20%E7%AB%A5%E5%AE%89%E6%A0%BC.mkv

掌声响起 - 凤飞飞,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%8E%8C%E5%A3%B0%E5%93%8D%E8%B5%B7%20-%20%E5%87%A4%E9%A3%9E%E9%A3%9E.mkv

故乡的云 - 费翔,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%95%85%E4%B9%A1%E7%9A%84%E4%BA%91%20-%20%E8%B4%B9%E7%BF%94.mkv

新不了情 - 万芳,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%96%B0%E4%B8%8D%E4%BA%86%E6%83%85%20-%20%E4%B8%87%E8%8A%B3.mkv

新鸳鸯蝴蝶梦 - 黄安,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%96%B0%E9%B8%B3%E9%B8%AF%E8%9D%B4%E8%9D%B6%E6%A2%A6%20-%20%E9%BB%84%E5%AE%89.mkv

无所谓 - 杨坤,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%97%A0%E6%89%80%E8%B0%93%20-%20%E6%9D%A8%E5%9D%A4.mkv

明天你是否依然爱我 - 童安格,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%98%8E%E5%A4%A9%E4%BD%A0%E6%98%AF%E5%90%A6%E4%BE%9D%E7%84%B6%E7%88%B1%E6%88%91%20-%20%E7%AB%A5%E5%AE%89%E6%A0%BC.mkv

明天我要嫁給你-周华健,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%98%8E%E5%A4%A9%E6%88%91%E8%A6%81%E5%AB%81%E7%B5%A6%E4%BD%A0-%E5%91%A8%E5%8D%8E%E5%81%A5.avi

明明白白我的心 - 陈淑桦,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%98%8E%E6%98%8E%E7%99%BD%E7%99%BD%E6%88%91%E7%9A%84%E5%BF%83%20-%20%E9%99%88%E6%B7%91%E6%A1%A6.mkv

明月千里寄相思 - 徐小凤,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%98%8E%E6%9C%88%E5%8D%83%E9%87%8C%E5%AF%84%E7%9B%B8%E6%80%9D%20-%20%E5%BE%90%E5%B0%8F%E5%87%A4.mkv

